"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"Maltotetraose","Maltotetraose","HMDB0001296","439639","C02052","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](OC([C@@H]([C@H]4O)O)O)CO)CO)CO)O)O)O)O","1"
"Stachyose","Stachyose","HMDB0003553","439531","C01613","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O","1"
"PE(15:0/P-16:0)","PE(15:0/P-16:0)","HMDB0008916","53479583","C00350","CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCCCCCCCCC)COP(=O)(O)OCCN","1"
"PE(P-16:0/15:0)","PE(P-16:0/15:0)","HMDB0011337","52925044",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCC","1"
"3-O-Sulfogalactosylceramide (d18:1/16:0)","3-O-Sulfogalactosylceramide (d18:1/16:0)","HMDB0012313","24779578","C06125","CCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C(C([C@H]([C@H](O1)CO)O)OS(=O)(=O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O","1"
"PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0007890","53478611","C00157","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z))","PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0007891","53478613","C00157","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))","PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0007922","52922296","C00157","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0007984","24778723","C00157","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0008015","24778771","C00157","CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PC(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))","PC(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))","HMDB0008016","53478681","C00157","CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))","PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0008075","53478729","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0008108","52922687","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","HMDB0008140","52922729","C00157","CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","HMDB0008141","52922731","C00157","CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))","PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))","HMDB0008171","52922785","C00157","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))","PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))","HMDB0008204","52922845","C00157","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))","PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))","HMDB0008235","53478855","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))","PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))","HMDB0008236","52922903","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))","PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))","HMDB0008430","52923283","C00157","CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))","PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))","HMDB0008463","53479065","C00157","CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","HMDB0008495","52923341","C00157","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))","PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))","HMDB0008624","52923615","C00157","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)","PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)","HMDB0008656","53479275","C00157","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)","PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)","HMDB0008689","53479341","C00157","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
