"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"DG(14:0/22:2(13Z,16Z)/0:0)","DG(14:0/22:2(13Z,16Z)/0:0)","HMDB0007030","53477965",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(14:1(9Z)/22:1(13Z)/0:0)","DG(14:1(9Z)/22:1(13Z)/0:0)","HMDB0007058","53477993",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/20:2(11Z,14Z)/0:0)","DG(16:0/20:2(11Z,14Z)/0:0)","HMDB0007109","9543721",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(16:1(9Z)/20:1(11Z)/0:0)","DG(16:1(9Z)/20:1(11Z)/0:0)","HMDB0007137","9543720","C00165","CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:0/18:2(9Z,12Z)/0:0)","DG(18:0/18:2(9Z,12Z)/0:0)","HMDB0007161","6441562","C00165","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(18:1(11Z)/18:1(11Z)/0:0)","DG(18:1(11Z)/18:1(11Z)/0:0)","HMDB0007188","53478063",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(11Z)/18:1(9Z)/0:0)","DG(18:1(11Z)/18:1(9Z)/0:0)","HMDB0007189","53478064",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:1(11Z)/0:0)","DG(18:1(9Z)/18:1(11Z)/0:0)","HMDB0007217","53478091",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:1(9Z)/0:0)","DG(18:1(9Z)/18:1(9Z)/0:0)","HMDB0007218","9543716","C00165","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(18:2(9Z,12Z)/18:0/0:0)","DG(18:2(9Z,12Z)/18:0/0:0)","HMDB0007245","53478103",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(20:1(11Z)/16:1(9Z)/0:0)","DG(20:1(11Z)/16:1(9Z)/0:0)","HMDB0007389","53478205",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(20:2(11Z,14Z)/16:0/0:0)","DG(20:2(11Z,14Z)/16:0/0:0)","HMDB0007417","53478222",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(22:1(13Z)/14:1(9Z)/0:0)","DG(22:1(13Z)/14:1(9Z)/0:0)","HMDB0007618","53478383",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(22:2(13Z,16Z)/14:0/0:0)","DG(22:2(13Z,16Z)/14:0/0:0)","HMDB0007646","53478406",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"Capsidiol","Capsidiol","HMDB0002352","161937","C09627","C[C@@H]1[C@@H](C[C@H](C2=CC[C@H](C[C@]12C)C(=C)C)O)O","1"
"Palmitaldehyde","Palmitaldehyde","HMDB0001551","984","C00517","CCCCCCCCCCCCCCCC=O","1"
"Dephospho-CoA","Dephospho-CoA","HMDB0001373","439335","C00882","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)C(C(=O)NCCC(=O)NCCS)O","1"
"Gamma-Glutamylcysteine","gamma-Glutamylcysteine","HMDB0001049","123938","C00669","C(CC(=O)N[C@@H](CS)C(=O)O)[C@@H](C(=O)O)N","1"
"PE(16:1(9Z)/P-18:1(11Z))","PE(16:1(9Z)/P-18:1(11Z))","HMDB0008984","53479607","C00350","CCCCCC/C=C\CCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(16:1(9Z)/P-18:1(9Z))","PE(16:1(9Z)/P-18:1(9Z))","HMDB0008985","53479608","C00350","CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(18:2(9Z,12Z)/P-16:0)","PE(18:2(9Z,12Z)/P-16:0)","HMDB0009114","53479669","C00350","CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(P-16:0/18:2(9Z,12Z))","PE(P-16:0/18:2(9Z,12Z))","HMDB0011343","52925127",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(P-18:1(11Z)/16:1(9Z))","PE(P-18:1(11Z)/16:1(9Z))","HMDB0011405","53480865",NA,"CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(P-18:1(9Z)/16:1(9Z))","PE(P-18:1(9Z)/16:1(9Z))","HMDB0011438","53480894",NA,"CCCCCCCC/C=C\CCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"6-Phosphonoglucono-D-lactone","6-Phosphonoglucono-D-lactone","HMDB0001127","439452","C01236","C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O","1"
"2-Keto-3-deoxy-6-phosphogluconic acid","2-Keto-3-deoxy-6-phosphogluconic acid","HMDB0001376","3080745","C04442","C([C@@H]([C@@H](COP(=O)(O)O)O)O)C(=O)C(=O)O","1"
"Mannitol 1-phosphate","Mannitol 1-phosphate","HMDB0001530","130418","C00644","C([C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O","1"
"Sorbitol-6-phosphate","Sorbitol-6-phosphate","HMDB0005831","618","C02810","C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O","1"
"Inosine","Inosine","HMDB0000195","6021","C00294","C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","1"
"Allopurinol riboside","Allopurinol riboside","HMDB0000481","5273534",NA,"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1N=CC2=C1NC=NC2=O","1"
"Arabinosylhypoxanthine","Arabinosylhypoxanthine","HMDB0003040","46874582",NA,"C1=NC(=O)C2=C(N1)N(C=N2)C3[C@H]([C@@H]([C@H](O3)CO)O)O","1"
"PG(16:1(9Z)/16:1(9Z))","PG(16:1(9Z)/16:1(9Z))","HMDB0010586","52927230",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"3-Methoxy-4-hydroxyphenylethyleneglycol sulfate","3-Methoxy-4-hydroxyphenylethyleneglycol sulfate","HMDB0000559","4183",NA,"COC1=C(C=CC(=C1)C(CO)O)OS(=O)(=O)O","1"
"3-Methoxy-4-Hydroxyphenylglycol sulfate","3-Methoxy-4-Hydroxyphenylglycol sulfate","HMDB0003332","3035420",NA,"COC1=C(C=CC(=C1)C(CO)OS(=O)(=O)O)O","1"
"PE(20:1(11Z)/P-18:1(11Z))","PE(20:1(11Z)/P-18:1(11Z))","HMDB0009281","53479728","C00350","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCCCC/C=C\CCCCCC","1"
"PE(20:1(11Z)/P-18:1(9Z))","PE(20:1(11Z)/P-18:1(9Z))","HMDB0009282","53479729","C00350","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCC/C=C\CCCCCCCC","1"
"PE(20:2(11Z,14Z)/P-18:0)","PE(20:2(11Z,14Z)/P-18:0)","HMDB0009313","53479739","C00350","CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(22:2(13Z,16Z)/P-16:0)","PE(22:2(13Z,16Z)/P-16:0)","HMDB0009576","53479893","C00350","CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(P-16:0/22:2(13Z,16Z))","PE(P-16:0/22:2(13Z,16Z))","HMDB0011357","52925065",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(P-18:0/20:2(11Z,14Z))","PE(P-18:0/20:2(11Z,14Z))","HMDB0011382","52925087",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(P-18:1(11Z)/20:1(11Z))","PE(P-18:1(11Z)/20:1(11Z))","HMDB0011414","53480874",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(P-18:1(9Z)/20:1(11Z))","PE(P-18:1(9Z)/20:1(11Z))","HMDB0011447","53480903",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN","1"
"2-(3-Carboxy-3-(methylammonio)propyl)-L-histidine","2-(3-Carboxy-3-(methylammonio)propyl)-L-histidine","HMDB0011654","440443","C04692","C[NH2+]C(CCC1=NC=C(N1)C[C@@H](C(=O)O)N)C(=O)O","1"
"13S-hydroxyoctadecadienoic acid","13S-hydroxyoctadecadienoic acid","HMDB0004667","6443013","C14762","CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)O","1"
"Alpha-dimorphecolic","Alpha-dimorphecolic acid","HMDB0004670","5312830","C14767","CCCCC/C=C\C=C\[C@H](CCCCCCCC(=O)O)O","1"
"9,10-Epoxyoctadecenoic acid","9,10-Epoxyoctadecenoic acid","HMDB0004701","6246154","C14825","CCCCC/C=C\CC1C(O1)CCCCCCCC(=O)O","1"
"12,13-EpOME","12,13-EpOME","HMDB0004702","5356421","C14826","CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)O","1"
"9-HODE","9-HODE","HMDB0010223","5282945",NA,"CCCCC/C=C/C=C/C(CCCCCCCC(=O)O)O","1"
"3'-Sialyl-3-fucosyllactose","3'-Sialyl-3-fucosyllactose","HMDB0006606","53477869",NA,"C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]([C@H](C=O)O)[C@@H]([C@@H](CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@@]3(C[C@@H]([C@H]([C@@H](O3)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)O","1"
"3-O-Sulfogalactosylceramide (d18:1/16:0)","3-O-Sulfogalactosylceramide (d18:1/16:0)","HMDB0012313","24779578","C06125","CCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C(C([C@H]([C@H](O1)CO)O)OS(=O)(=O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O","1"
"PC(14:0/22:4(7Z,10Z,13Z,16Z))","PC(14:0/22:4(7Z,10Z,13Z,16Z))","HMDB0007889","52922238","C00157","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PC(16:0/20:4(5Z,8Z,11Z,14Z))","PC(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB0007982","10747814","C00157","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PC(16:0/20:4(8Z,11Z,14Z,17Z))","PC(16:0/20:4(8Z,11Z,14Z,17Z))","HMDB0007983","53478669","C00157","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PC(16:1(9Z)/20:3(5Z,8Z,11Z))","PC(16:1(9Z)/20:3(5Z,8Z,11Z))","HMDB0008013","53478679","C00157","CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(16:1(9Z)/20:3(8Z,11Z,14Z))","PC(16:1(9Z)/20:3(8Z,11Z,14Z))","HMDB0008014","52922463","C00157","CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"PC(18:0/18:4(6Z,9Z,12Z,15Z))","PC(18:0/18:4(6Z,9Z,12Z,15Z))","HMDB0008042","24778833","C00157","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PC(18:1(11Z)/18:3(6Z,9Z,12Z))","PC(18:1(11Z)/18:3(6Z,9Z,12Z))","HMDB0008073","53478725","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"PC(18:1(11Z)/18:3(9Z,12Z,15Z))","PC(18:1(11Z)/18:3(9Z,12Z,15Z))","HMDB0008074","53478727","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"PC(18:1(9Z)/18:3(6Z,9Z,12Z))","PC(18:1(9Z)/18:3(6Z,9Z,12Z))","HMDB0008106","52922685","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"PC(18:1(9Z)/18:3(9Z,12Z,15Z))","PC(18:1(9Z)/18:3(9Z,12Z,15Z))","HMDB0008107","24778941","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"PC(18:2(9Z,12Z)/18:2(9Z,12Z))","PC(18:2(9Z,12Z)/18:2(9Z,12Z))","HMDB0008138","5288075","C00157","CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(18:3(6Z,9Z,12Z)/18:1(11Z))","PC(18:3(6Z,9Z,12Z)/18:1(11Z))","HMDB0008169","53478807","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:3(6Z,9Z,12Z)/18:1(9Z))","PC(18:3(6Z,9Z,12Z)/18:1(9Z))","HMDB0008170","52922783","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:3(9Z,12Z,15Z)/18:1(11Z))","PC(18:3(9Z,12Z,15Z)/18:1(11Z))","HMDB0008202","53478831","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:3(9Z,12Z,15Z)/18:1(9Z))","PC(18:3(9Z,12Z,15Z)/18:1(9Z))","HMDB0008203","24778989","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:4(6Z,9Z,12Z,15Z)/18:0)","PC(18:4(6Z,9Z,12Z,15Z)/18:0)","HMDB0008234","52922901","C00157","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:3(5Z,8Z,11Z)/16:1(9Z))","PC(20:3(5Z,8Z,11Z)/16:1(9Z))","HMDB0008365","53478951","C00157","CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PC(20:3(8Z,11Z,14Z)/16:1(9Z))","PC(20:3(8Z,11Z,14Z)/16:1(9Z))","HMDB0008398","52923223","C00157","CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:4(5Z,8Z,11Z,14Z)/16:0)","PC(20:4(5Z,8Z,11Z,14Z)/16:0)","HMDB0008429","24779073","C00157","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:4(8Z,11Z,14Z,17Z)/16:0)","PC(20:4(8Z,11Z,14Z,17Z)/16:0)","HMDB0008462","53479063","C00157","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(22:4(7Z,10Z,13Z,16Z)/14:0)","PC(22:4(7Z,10Z,13Z,16Z)/14:0)","HMDB0008623","52923613","C00157","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"N-Acetyl-D-Glucosamine 6-Phosphate","N-Acetyl-D-Glucosamine 6-Phosphate","HMDB0001062","440996","C00357","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)O)O)O","1"
"N-Acetyl-D-mannosamine 6-phosphate","N-Acetyl-D-mannosamine 6-phosphate","HMDB0001121","440273","C04257","CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)COP(=O)(O)O)O)O","1"
"N-Acetyl-glucosamine 1-phosphate","N-Acetyl-glucosamine 1-phosphate","HMDB0001367","7115","C04256","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1OP(=O)(O)O)CO)O)O","1"
"N-Acetylglucosamine 6-phosphate","N-Acetylglucosamine 6-phosphate","HMDB0002817","439219",NA,"CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)COP(=O)(O)O)O)O","1"
"N-Acetyl-D-galactosamine 1-phosphate","N-Acetyl-D-galactosamine 1-phosphate","HMDB0006480","22833661",NA,"CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1OP(=O)(O)O)CO)O)O","1"
"PC(18:1(9Z)/18:1(9Z))","PC(18:1(9Z)/18:1(9Z))","HMDB0000593","6437081","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PC(14:0/22:2(13Z,16Z))","PC(14:0/22:2(13Z,16Z))","HMDB0007888","52922236","C00157","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(14:1(9Z)/22:1(13Z))","PC(14:1(9Z)/22:1(13Z))","HMDB0007920","53478629","C00157","CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(16:0/20:2(11Z,14Z))","PC(16:0/20:2(11Z,14Z))","HMDB0007979","52922420","C00157","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(16:1(9Z)/20:1(11Z))","PC(16:1(9Z)/20:1(11Z))","HMDB0008011","52922459","C00157","CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:0/18:2(9Z,12Z))","PC(18:0/18:2(9Z,12Z))","HMDB0008039","6441487","C00157","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(18:1(11Z)/18:1(11Z))","PC(18:1(11Z)/18:1(11Z))","HMDB0008070","24778895","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PC(18:1(11Z)/18:1(9Z))","PC(18:1(11Z)/18:1(9Z))","HMDB0008071","53478721","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:1(9Z)/18:1(11Z))","PC(18:1(9Z)/18:1(11Z))","HMDB0008103","53478765","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PC(18:2(9Z,12Z)/18:0)","PC(18:2(9Z,12Z)/18:0)","HMDB0008135","15378085","C00157","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:1(11Z)/16:1(9Z))","PC(20:1(11Z)/16:1(9Z))","HMDB0008299","52923103","C00157","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PC(20:2(11Z,14Z)/16:0)","PC(20:2(11Z,14Z)/16:0)","HMDB0008331","52923161","C00157","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(22:1(13Z)/14:1(9Z))","PC(22:1(13Z)/14:1(9Z))","HMDB0008559","53479167","C00157","CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"PC(22:2(13Z,16Z)/14:0)","PC(22:2(13Z,16Z)/14:0)","HMDB0008590","52923551","C00157","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:0/P-18:1(11Z))","PC(18:0/P-18:1(11Z))","HMDB0008062","53478707","C00157","CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCCCC/C=C\CCCCCC","1"
"PC(18:0/P-18:1(9Z))","PC(18:0/P-18:1(9Z))","HMDB0008063","53478709","C00157","CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCC/C=C\CCCCCCCC","1"
"PC(18:1(11Z)/P-18:0)","PC(18:1(11Z)/P-18:0)","HMDB0008094","53478759","C00157","CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:1(9Z)/P-18:0)","PC(18:1(9Z)/P-18:0)","HMDB0008127","53478779","C00157","CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:1(11Z)/P-16:0)","PC(20:1(11Z)/P-16:0)","HMDB0008324","53478911","C00157","CCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(P-16:0/20:1(11Z))","PC(P-16:0/20:1(11Z))","HMDB0011216","52923904",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"PC(P-18:0/18:1(11Z))","PC(P-18:0/18:1(11Z))","HMDB0011242","53480707",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PC(P-18:0/18:1(9Z))","PC(P-18:0/18:1(9Z))","HMDB0011243","42607428",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PC(P-18:1(11Z)/18:0)","PC(P-18:1(11Z)/18:0)","HMDB0011274","53480739",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(P-18:1(9Z)/18:0)","PC(P-18:1(9Z)/18:0)","HMDB0011307","53480797",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(o-18:0/18:2(9Z,12Z))","PC(o-18:0/18:2(9Z,12Z))","HMDB0013418","6443070",NA,"CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(o-18:1(9Z)/18:1(11Z))","PC(o-18:1(9Z)/18:1(11Z))","HMDB0013428","53481725",NA,"CCCCCCCC/C=C\CCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
