Pathway,Correlation_AR,Correlation_ARNTL,Correlation_ATF1,Correlation_ATF2,Correlation_ATF4,Correlation_BACH1,Correlation_CDX2,Correlation_CEBPA,Correlation_CEBPB,Correlation_CEBPD,Correlation_CREB1,Correlation_CTCF,Correlation_E2F1,Correlation_E2F2,Correlation_E2F3,Correlation_E2F4,Correlation_EGR1,Correlation_ELK1,Correlation_EPAS1,Correlation_ERG,Correlation_ESR1,Correlation_ESR2,Correlation_ETS1,Correlation_ETS2,Correlation_ETV4,Correlation_FLI1,Correlation_FOS,Correlation_FOSL1,Correlation_FOSL2,Correlation_FOXA1,Correlation_FOXL2,Correlation_FOXM1,Correlation_FOXO1,Correlation_FOXO3,Correlation_FOXO4,Correlation_FOXP1,Correlation_GATA1,Correlation_GATA2,Correlation_GATA3,Correlation_GLI2,Correlation_HIF1A,Correlation_HNF1A,Correlation_HNF4A,Correlation_IRF1,Correlation_IRF9,Correlation_JUN,Correlation_JUND,Correlation_KLF4,Correlation_KMT2A,Correlation_LEF1,Correlation_MITF,Correlation_MYB,Correlation_MYC,Correlation_MYCN,Correlation_NFATC2,Correlation_NFE2L2,Correlation_NFIC,Correlation_NFKB1,Correlation_NFKB2,Correlation_NR2F2,Correlation_NR5A1,Correlation_PAX6,Correlation_PAX8,Correlation_PGR,Correlation_POU2F1,Correlation_PPARA,Correlation_PPARG,Correlation_PRDM14,Correlation_RARA,Correlation_REL,Correlation_RELA,Correlation_RELB,Correlation_REST,Correlation_RFX5,Correlation_RUNX1,Correlation_RXRA,Correlation_SMAD3,Correlation_SMAD4,Correlation_SOX10,Correlation_SOX2,Correlation_SOX9,Correlation_SP1,Correlation_SP3,Correlation_SPI1,Correlation_SREBF1,Correlation_SREBF2,Correlation_SRF,Correlation_STAT1,Correlation_STAT2,Correlation_STAT3,Correlation_STAT5A,Correlation_STAT5B,Correlation_STAT6,Correlation_TAL1,Correlation_TCF7L2,Correlation_TFAP2A,Correlation_TFAP2C,Correlation_TP53,Correlation_TP63,Correlation_TWIST1,Correlation_USF1,Correlation_USF2,Correlation_VDR,Correlation_WT1,Correlation_YY1,Correlation_ZNF263
Malate-Aspartate Shuttle,0.018455470720123598,-0.025841978767199108,0.06448775744672684,0.07203565736466573,0.04345387412217677,0.0174851855529664,0.09347050830634256,0.012756701458547902,0.034623810883687316,0.10381016302505153,-0.0007972760718665192,0.0018227511308796334,-0.01357571891094062,-0.043565124797910505,-0.06733668128821386,-0.02868059135617908,0.059329910756266487,0.016617737253518037,0.07516370742044085,0.05301109555276568,0.0737047869259876,0.04077074676414196,0.04315741944111937,0.02880828008651953,0.034884613852293876,0.0002905990394202936,0.04788931255275606,0.020653518605387954,0.045550063963558485,0.06397148306760965,0.07161230902554504,-0.030863478845089994,0.08408157993475529,0.028649720067156187,0.056625740231886795,0.023434225086887746,-0.012478653651956668,0.0003293072798742404,0.052885758967083585,-0.03447907952313587,0.01859169846510041,0.08927313505003394,0.0428346018959049,0.051613670316114996,0.012896047142021055,0.07103242991038425,0.005267507037846233,0.0851453418912816,0.02650075865175507,0.06048243175004895,0.024496701746514138,0.002116797269082727,0.004082893703459589,-0.013961245855283915,0.016414374339581206,-0.003876985753455344,0.06668224500865445,0.07804769556866832,-0.04357824815454129,-0.05130322167025419,0.08212459660140214,0.014682747942732428,-0.08664213268740849,0.05828127161648295,0.047117911103790024,0.036740077164427856,-0.009671927785384242,-0.05052370450324656,0.06291972323580981,0.07467803103621644,0.1021309557276603,0.07231121371182553,0.08778096786605862,0.09996988676664857,0.06414452479827178,0.03331819719967566,0.07572730212341493,0.09581216045500207,0.02794605740838681,-0.026929776709398556,0.043866483940087214,0.08293558640194237,0.046078095858821944,0.0068311062575422896,0.003999136138475588,0.00992031411336069,0.06666110790544467,-0.0009792179285450855,0.020110238603119602,0.0524090359607168,0.020473687592505122,0.03149018330947705,0.05643778383759967,-0.050657038087705136,0.0702735860929186,0.06723175188409346,0.023064031292504606,0.037484011093720224,-0.0016886867178307087,-0.007587356886971365,0.04280060065313413,0.029822153021498047,0.047171058109457764,0.03699651655645214,-0.031591087764900376,0.03861019920399356
Methionine Metabolism,-0.06697195635257432,-0.013249246745875657,-0.05149600922608672,0.017188169423396668,0.04101030200499859,-0.0166507281332982,0.1467163831953222,-0.07022771513138443,-0.014945470632701264,0.0008139206957056598,0.02091840700869545,-0.11503775399997072,-0.06991861773847473,-0.03751834285169911,-0.041873977236283055,-0.0834635556083518,-0.08769936125235853,-0.07917023445186754,-0.04944429041995083,-0.08748111453024494,-0.08266170337765187,-0.047836988171174995,-0.123571042130855,0.01563922279632474,-0.12813714257794062,0.054827424577221395,-0.04341005024604538,-0.007935570302326111,-0.08322337051474948,0.1053776604824982,0.003745404704081447,-0.0662321619747244,0.0749970894345234,-0.06364076500984767,0.05406167779742663,0.02437844592072952,-0.09273305491017554,0.06768168765139582,-0.009632512189345618,0.047654851181941786,-0.12627742427558944,0.13977026140924542,0.06876827493905772,-0.03800016422024188,-0.047656490597037846,-0.07995707858379629,-0.08235610724830472,0.05838190016521886,0.06901764040697449,-0.05786432006305908,-0.024518181195201334,-0.013385308491271035,-0.0612175961981118,-0.019910709268829548,-0.0015832024971532176,-0.03346191399851019,0.07202667692465917,-0.05044981687639258,0.10761284748718122,-0.05747619480963669,0.09216765381447507,-0.03135282072737583,-0.06436374391640032,0.013181453223213221,-0.052975462955768125,-0.012850412612547534,0.03598391753110374,-0.02683612858222582,-0.013178958735197997,-0.04068393121398029,-0.03754547804493628,-0.04663947936504429,0.028920670316460277,0.041475343363038715,-0.0005540446463790547,0.05564293803841064,-0.058461908236543715,-0.039874415260205104,0.0026241704613634512,-0.02573111494449042,0.0804877346664889,-0.08697139271742826,-0.08316492739765198,-0.0968521811437291,0.04858916185956094,0.09697904402710156,-0.08404738481186322,-0.08238086551052681,-0.04645428992072951,-0.06509618315666295,-0.0774668809630384,-0.05516386072117024,-0.08159563878222628,-0.05145218184482283,-0.08970499565922252,-0.08864351113388076,0.12402709076506933,-0.03237864494483804,-0.014766897239923407,0.021771331111094694,-0.09252822193175833,-0.09522028867099804,0.07053997843163937,-0.03904426591660904,-0.02619082166423421,0.05462771075858293
Methylhistidine Metabolism,-0.12079006687717116,-0.0490382975382782,-0.11138426755071514,-0.06280885438588192,0.003552037314574888,-0.1127499271300468,0.11314042570286023,-0.18652225754276514,-0.08225251147186734,-0.10815306110896233,0.0109130324484586,-0.23910086483608745,-0.058396627956309476,0.016401127236255364,0.03578319139141351,-0.060570918723402194,-0.1991160905305091,-0.17323648825831264,-0.15226121107972113,-0.24462921381464514,-0.25677304933793477,-0.15944277568975443,-0.2541232776786807,-0.00166747305205606,-0.25832250704426407,0.06167553097364401,-0.16064489623893297,-0.1289362916897002,-0.21060401551179722,0.021343582244759837,-0.08509045369206847,-0.06713571807911116,0.04874004508564719,-0.148038574771423,0.0209512339524529,0.027711312252872516,-0.11498965669956121,0.13972913619351446,-0.14024834448603085,0.1655269073004871,-0.2372950823535011,0.09883105852890331,0.014269999952442325,-0.15562187276327272,-0.16131434588600416,-0.21856495929394434,-0.16357909589582892,-0.012445629967529251,0.09390064097016301,-0.10731595372380746,-0.069480228951171,-0.06812612507971791,-0.055691188058007074,0.0031553670415501098,-0.01601222153854716,-0.16398226905807842,0.09505318094487701,-0.19035844508158314,0.2551046687031808,-0.06252482469662692,0.09352962273090454,-0.10098325391260612,0.031400409967152335,0.007578919269413828,-0.14058412625728223,-0.09246984833163406,0.06643082851313134,-0.0283284839803451,-0.13868054538270397,-0.17304819914403596,-0.18398258635269504,-0.1680259375144688,-0.09294857055386495,-0.0062763579912557405,-0.12262119514518259,0.050329714191443,-0.2192205546160076,-0.18864592327461743,-0.030813664092097764,-0.004315794019139327,0.08453214734516608,-0.23536423177891297,-0.21957485696467133,-0.20131898616436744,0.0890864330066676,0.2043789029010077,-0.19401949789102163,-0.15876360565503614,-0.16448924462217224,-0.21330186299543358,-0.15848122687678695,-0.1345492071144591,-0.18516227671848962,-0.009462802203805312,-0.16812036495739494,-0.22000543177686938,0.10574810519533014,-0.12764397684539408,-0.051027848000821024,0.04783734355930736,-0.2196724423462647,-0.20927319438940523,0.07329795399517357,-0.08668501766188015,-0.013303449669587311,0.072116386229493
Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,-0.05114179646960883,-0.03312600477795032,-0.052189982569955495,0.04369903124471314,0.07927343262782294,0.04710104217365955,0.16826104566766933,-0.06616874729323632,0.01727834435454017,-0.00496913308572261,0.07542842584594345,-0.10435692938152516,-0.07003673882240154,-0.03086179469208609,-0.05612669670431917,-0.08441443948113674,-0.06007256558252928,-0.03408945164113876,-0.01698410238001594,-0.06782241075413728,-0.07237143000797006,-0.007004592335697323,-0.06398623667126538,-0.011073301302342919,-0.10836506220987316,0.058847448716233534,-0.055857535330311646,0.013807620328769856,-0.07152535680029978,0.07017675981262983,0.05213259164298066,-0.07862055262603938,0.00037058344540978817,-0.08198212768225388,0.027843193951900682,0.06778617786893161,-0.035268636194442,0.03064745241829334,0.014041046320341005,-0.0003736608864237775,-0.09062039595997226,0.14071731368695692,0.1047041215585945,-0.0451184133692969,-0.0577789888687688,-0.05391745575046669,-0.03196153842907245,0.038361742271745956,0.06968971459396403,-0.023999352902810935,0.006495061888694841,0.03538904860036337,-0.015387629133821084,-0.06321276394948162,0.006706840251289862,0.0790887131238365,0.051094743403466994,-0.031301098605677896,0.05449826398837195,-0.04703352358339076,0.10048790538170427,-0.05073064676533223,-0.04912434716754062,-0.020203066712797518,-0.041928466848384825,-0.013611087944510611,0.034406814034935285,-0.06128311008577216,0.0014607296464081234,-0.002615422505137418,-0.02184810613067039,-0.05622239581589362,0.05357966984830593,0.03577451809736195,0.03832024149700519,0.04945881370505855,-0.025141478189491816,-0.03944535671800087,-0.0071968497902352175,-0.09556681144925958,0.04883700377788984,-0.05146449981558152,-0.0580138202622364,-0.05833263834057679,-0.007041964810156916,0.026649678461667946,-0.05337873418432369,-0.08776048021346473,-0.056943143599675325,-0.06148329937793504,-0.06378539624300421,-0.05534490773162556,-0.057758084693902215,-0.07804447703899069,-0.06174793411552236,-0.080256857154155,0.11213164211722527,-0.02720330468044532,-0.02168651506736159,0.03945146889454926,-0.07951941042162315,-0.08970979901284126,0.07212964957170209,-0.06329238537433371,-0.0642575029547749,0.0695094724234521
Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,-0.05519629994542705,-0.017187854447161383,-0.04254049963751686,0.028106907821249444,0.08019996466022566,0.06138826669996176,0.1710463471966933,-0.06927438391241698,0.0029448034695387488,-0.011619705311594583,0.08156544773093505,-0.10234746462302113,-0.07337963042684763,-0.03187877638284594,-0.060166265734999724,-0.08797801992237225,-0.057181050918077285,-0.03632122449565934,-0.02914737615058063,-0.03922568278206475,-0.07432837418408725,0.009220035146708425,-0.06250257373282837,-0.022646853021195915,-0.10380598342407703,0.07706911981897244,-0.06638905554138273,0.017653744116369902,-0.06449110132301729,0.06972461688332082,0.044705340399060156,-0.08103402098035772,0.011275696983477801,-0.07622781475600983,0.04207011288269847,0.056488696256065084,-0.027209911938947076,0.01809308276160347,0.010073309925370269,-0.005518758161649036,-0.07914595397295544,0.1476478397682787,0.11866623720055801,-0.04859022783395589,-0.06799282011789025,-0.060805973996025144,-0.03920469472284282,0.025416800499227288,0.03892273584603392,-0.022291473019486654,0.011530548458250389,0.03312496225309653,-0.010886808832937777,-0.052409583695102104,0.024509117886058224,0.11199164953127853,0.07642462036368386,-0.03422060707702968,0.04610448196360236,-0.03590563866890691,0.10381711275055601,-0.04372919939521603,-0.054933305673932425,-0.0004999799400185051,-0.029973841854100666,-0.011947236299772878,0.051675733848971415,-0.062441202248249,-0.0021489467670160974,-0.009733054746802342,-0.02478216278914742,-0.07221061498612559,0.041140473281894234,0.05044207720235406,0.06037798131451646,0.05205380962435158,-0.032306428487874204,-0.04235030571012183,-0.0015882533625114481,-0.08539000328698791,0.05637302434888972,-0.05197617777551979,-0.05656284457057756,-0.05542459023368559,0.003098683665636722,0.03959881056605769,-0.06937753005417392,-0.09626172857998648,-0.0703126611926617,-0.06346353947431746,-0.0586216276196844,-0.05449325292717524,-0.07035765183699182,-0.06762126071354839,-0.06771624852227924,-0.07492140898139407,0.11756338219592398,-0.05051427819089793,-0.03261880164134021,0.030586619714558533,-0.06415505064403715,-0.06901399762435623,0.05311152715230432,-0.04942013821200786,-0.07354720833685303,0.06914070688235106
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,-0.05138895847021269,-0.023634926297703238,-0.02592911327532031,0.018835642640137602,0.05719877824589865,0.07379621780991108,0.16562989758951993,-0.06441986259027699,-0.005389100280247447,-0.00396350685710863,0.07117055777185777,-0.10742542173687715,-0.06456304673568006,-0.012419087056996916,-0.053823412012260645,-0.07459941947593501,-0.05708469868016752,-0.05805266686698767,-0.04246964550375818,-0.04598648309053005,-0.07228288739129458,-0.004680864454951829,-0.06070516007820895,-0.02360860417964626,-0.09881685814229779,0.057842114086161904,-0.06292567391273188,0.038770333442446486,-0.05036431387439527,0.06678017552358366,0.03940032771543029,-0.07230499389029481,-0.007410238716828106,-0.09329941227929622,0.0133400458724395,0.05775181285867018,-0.03506919558689696,0.007628917693166468,0.0009057596487029954,-0.012720700241436763,-0.08365094698471591,0.1439870868413423,0.10714270058595672,-0.05670687903027726,-0.07379090991366698,-0.05760997472059903,-0.0341578201534545,0.01812843038179827,0.027708532225184324,-0.008582297761606822,0.004542210789304548,0.0286498941809562,-0.001317838210624117,-0.04886550351603044,0.020993047594390177,0.12474431517105378,0.0736483585607139,-0.0370609993195973,0.05354249600261037,-0.038245498863129855,0.10977684099521746,-0.03983471902623426,-0.06348310031983688,-0.02172479459313842,-0.02839719850589242,-0.007478322956423297,0.03882160269310418,-0.08671288702476077,-0.00566821972860497,-0.01601841287278365,-0.025126762343519033,-0.07649397789880241,0.04434392878542898,0.04906149664864746,0.04787181583525907,0.031009800193646714,-0.03635838063957318,-0.045980338238584974,-0.004408217483049513,-0.09458330973329247,0.02883076947144932,-0.05222113600427893,-0.06927442520859452,-0.06660740884548405,-0.009178073340102915,0.022465579607291827,-0.08051144498396257,-0.10242809878800924,-0.07714125255951446,-0.06609933800445252,-0.0666478558889458,-0.06334264330848509,-0.07513008893410218,-0.07009393184279007,-0.06086246589086471,-0.07269806163326559,0.11227485825903973,-0.0561788356547093,-0.035109756792512596,0.007476422687579862,-0.06451541225029034,-0.06946792625552714,0.04023522962222065,-0.06681181499525302,-0.06139619828489131,0.07698765115168164
Mitochondrial Electron Transport Chain,-0.027973684559911942,-0.03025041487786563,-0.017187312139921578,0.04707090270906042,0.09021739736434581,0.06559151672155929,0.19303925443003844,-0.03162424206753328,0.035218922482864096,0.04419505991728015,0.040274138104728394,-0.09708875695050562,-0.1092009880567603,-0.0795371427474768,-0.1107628580095726,-0.12307660116267077,-0.033047533515326424,-0.023032681756113046,0.033443075543217016,0.023470338804107954,0.01617027161059338,0.06311381138449391,-0.03240918799183334,0.01894489004216783,-0.0477616527088217,0.027409615743315623,-0.00407941341038642,0.06799677744678925,-0.001781602124387552,0.13529002822680858,0.05152589551551104,-0.1334199015048561,0.10612788562616851,-0.007394822277256557,0.09687219824156573,0.0616135859129299,-0.0678711465761336,0.07254652932595072,0.047427665896928116,-0.04223325727166711,-0.06255948626246843,0.20455951588549387,0.14259394852625182,0.019822308902899467,0.009842185875574394,-0.003421393997786509,0.0014313258647946174,0.08419678335647872,0.058185279563004455,-0.015057123276851455,0.013535618837983206,0.0606622854815686,-0.05544335353737244,-0.06957061432284256,0.043214473744728796,0.08557048611173591,0.07090699096801739,0.04287024818185624,-0.011781624902261678,-0.06477427205400417,0.16858595864248685,-0.002729995912480144,-0.10933799426585522,0.04599245403566089,0.03328814782460608,0.007962848842786181,0.03159225872395319,-0.04395603227754582,0.07470910216600307,0.02380138601193088,0.04944844257458714,0.0011133474669840092,0.11474638542080415,0.08714633601793437,0.11848782977346667,0.06677013333921904,0.017996903085900563,0.013545763246117096,0.01878851835952335,-0.08078266334965273,0.10302418808546426,-0.001694074096626823,0.010917148355981779,-2.8107592910371472e-05,0.021366706737774625,0.04152187355204987,-0.04193109252920646,-0.06345411682580165,0.013016722360808546,0.016424852969114907,0.01868186831759615,0.031569743102624906,0.010103631423110854,-0.07227451910447846,-0.04067136122566342,-0.028768485124580103,0.1513933663527756,0.02371739613727983,-0.0030933283663498365,0.005283338692588368,-0.02036208085239283,-0.03739357434537441,0.11698009331168385,-0.03591969265358733,-0.08278567648700562,0.06361311702252481
Nicotinate and Nicotinamide Metabolism,-0.057723478865337886,-0.01370508485528653,-0.04269260333880862,0.019331520484906852,0.030993833123262544,-0.04795336570274312,0.1327543619642527,-0.06452601869218245,0.008780922709265445,-0.014448909315056073,0.04564616415051074,-0.10164829289939357,-0.0715293522417322,-0.044980594236947447,-0.040773330323240334,-0.08310411506337965,-0.08144323552863711,-0.06042317779533068,-0.04103425378376498,-0.06772533547168706,-0.06450177481637752,-0.0255465755973922,-0.08894369771129036,0.008758875508718194,-0.10720878188966373,0.05950690255758216,-0.05045789456958076,0.01167078377956275,-0.050070949183033335,0.1085368825716595,-0.009582069614920766,-0.07895863977626537,0.05856146705909305,-0.03506482252091519,0.05368950251893441,0.03582494904843688,-0.03410633999940523,0.06160274357144895,0.014144637757473207,0.03337238620758295,-0.10017765458407553,0.12512155573823708,0.08475088806313037,-0.04576057128002887,-0.05529906868720761,-0.0631802384035836,-0.04863840548694743,0.05537944854300349,0.045165590574905254,-0.031493224328552796,-0.013970011802134252,0.012854861655235458,-0.04367965764216173,-0.03943807793473949,0.02148614717715627,-0.019771574731618686,0.07390100262421974,-0.05033307791448882,0.067160979557244,-0.03539067992293405,0.0770850972286419,-0.054271943125192686,-0.02400399898055609,-0.0009813404334219652,-0.03517889204807879,-0.0007137527606823227,0.024768524868325016,-0.02837696131496783,-0.01601071451293199,-0.020903413659114307,-0.04191220113961991,-0.063765806639991,0.030823384783546567,0.05224659790794375,0.030214957142394056,0.057520458326981515,-0.058440563161956526,-0.046591921811309236,-0.0005359389294830468,-0.05914172784063889,0.08760775964199376,-0.06731129579295593,-0.06920609462009518,-0.0699040780112178,0.03169494446294829,0.07704695181388362,-0.08284738160413405,-0.08146714724248531,-0.05483926243072349,-0.05275662499532122,-0.03712414261580127,-0.013009627937248623,-0.05625701558996495,-0.04291852642899924,-0.07584987286909187,-0.08407098599735707,0.12440618374129679,-0.03175120695349909,-0.01940130898394505,0.019807828835982515,-0.07171854228531561,-0.07530127498051796,0.07279185070544789,-0.06836142027530047,-0.000704458878359876,0.06058941524613215
Nucleotide Sugars Metabolism,-0.029148769064087966,-0.03363430284414626,-0.05826856504176574,0.10683808036775397,0.1038818195075903,0.04280848957413016,0.2052426225176669,-0.056241058067534676,0.04147274560848877,0.0696067087193973,0.08873561577838797,-0.10488886978039073,-0.14528575217577908,-0.10295774276156162,-0.11634957056032713,-0.1542663785239613,-0.06390814205041023,-0.061586462251760996,0.008126078554672306,-0.05122375478504607,-0.021136798624982002,0.05320231920452976,-0.0873989579772084,0.00769903812379556,-0.12383836901234264,0.054982932735903524,-0.03829971252070049,0.03439510380807739,-0.044084606495693804,0.2111914831230223,0.025723507790188106,-0.1411783931092265,0.09886062070063009,-0.05502865153558469,0.08218706505167456,0.07521556028615035,-0.07389277028628252,0.06328995574188646,0.07056495804978986,0.001244399208909039,-0.08162969387265788,0.228857268305744,0.1842769636223779,-0.03290863685274437,-0.03910485373784515,-0.039620448934002364,-0.05170324328024702,0.1141812634719154,0.09254930490736228,0.02767192683238463,0.07230961505516635,0.04634433329668998,-0.062488159775495156,-0.08467465284642633,0.044904814775036314,0.07441928287463631,0.14099635628937077,-0.014257978261800535,0.07805465003480182,-0.07496985321646354,0.14537215682075158,-0.06233196662965819,-0.12716320997492678,0.05237379511972092,0.0037732955261938956,0.03629846348563981,0.06475482710902483,-0.07908366690619324,0.07757959336511504,0.007093695549389134,-0.015063635337667677,-0.08088053932198189,0.12145602789973531,0.07615008766252068,0.13754123630787454,0.07443784150707862,0.00509043184987672,0.0009530563996941771,0.035219893174651004,-0.10336243028987228,0.16571511658930155,-0.03706105609666081,-0.034375842848269354,-0.06685990244939408,0.04161705899065897,0.04728865366805962,-0.08068355260805829,-0.1309470084136005,-0.04714287431093524,-0.0018642030327671532,-0.036760624362880745,-0.011104436423888555,-0.052815945662031946,-0.12106479010836484,-0.06521465635453065,-0.06390127870152207,0.25183834695193286,0.0005593634744512299,0.011735649650205904,0.036432188214915215,-0.06692214792184967,-0.0913364466811797,0.130599953607559,-0.1084255390127806,-0.07591810726424582,0.11742293557070463
Oxidation of Branched-Chain Fatty Acids,-0.030890880310867425,0.00490363297143769,-0.03970032988647409,0.016504801007160688,0.05726053323041832,-0.010902798589428725,0.14354753781760796,-0.06536165327090365,-0.005272310768029591,-0.016895141663764632,0.04439410761053558,-0.08243026907644187,-0.05048331965544057,-0.030109535334747934,-0.043516317818366006,-0.06895602448793604,-0.05591975170296006,-0.010132781534415249,-0.022895118306718327,-0.06858568601285937,-0.04786867524696853,-0.020457724800929823,-0.0639953786143206,0.0037491206793908946,-0.08876220450016531,0.017370210228797613,-0.06583422644964601,-0.031651041511034525,-0.05173890323130901,0.06094828295683193,0.030488762864832375,-0.06889667170938936,0.04626874934381619,-0.01670541218716624,0.051258505777647956,0.03028065361598133,-0.013706883831921203,0.03577496774092815,0.018944325791498524,0.02632678814066347,-0.10027127920902441,0.11026724080705984,0.06831687175076433,-0.03843460273317975,-0.04393346362735893,-0.05665932653464395,-0.0499630119216893,0.03210368188989678,0.03625869369057703,-0.04049304829770097,-0.009195798872467804,0.0036019925488901135,-0.028052852238632676,-0.041786114773341064,-0.013188034291507602,-0.04179177624530709,0.051052856978974576,-0.03538252218839966,0.03257883762731882,-0.03900570917617064,0.07283174438664765,-0.033811490143270284,-0.004322309872959992,0.01615877495536446,-0.0445037978244145,-0.023878472754418744,0.014674765073229129,-0.029814448276917732,-0.007060577195140655,-0.005497199219162714,-0.02137194957179052,-0.035043045040215305,0.03860211623929832,0.03487021288869055,0.018379885170968096,0.07726393787686993,-0.04160264646129229,-0.044078783451210836,-0.004522856784677357,-0.05032746398373054,0.04866882463004507,-0.0526995732744893,-0.048958969848378726,-0.0647194966154883,0.0043559033296589125,0.05329809455313269,-0.05514656094180562,-0.06138790035380978,-0.04364072423419845,-0.06019263297851912,-0.05560188881851704,-0.04203257687498494,-0.05481114048568649,-0.05928559516111304,-0.06705985340528149,-0.06917903231888199,0.09371168712791089,-0.026093511273823453,-0.022584055582063403,0.037894444183604076,-0.06360534255700438,-0.06105605766828839,0.05639388183439805,-0.057363593978748774,-0.05211835860196903,0.04768798663556806
Pantothenate and CoA Biosynthesis,-0.03722649734635814,-0.013675313094912517,-0.05189429250998167,-0.03144301647256061,0.007875695221281603,-0.03319967244452117,0.11453989773447416,-0.0656623722264338,-0.0564850429497137,-0.06354848690306479,0.022842509044837988,-0.0781635229628377,-0.025591826240098425,-0.006120191439640946,-0.030973765455938284,-0.03650885577508714,-0.07328727885341785,-0.04512280537128515,-0.06191026883497053,-0.08003447757547716,-0.10146630472983185,-0.06480805988666094,-0.08782507752277313,-0.01389928278886717,-0.10053745804685361,0.04813573871610701,-0.0853784330763701,-0.04173745746624888,-0.0850604701389203,0.03148995763063522,-0.020156763564306665,-0.035067853558367966,0.04522206729531298,-0.0439175030739953,0.03807254700652022,-0.007069164672573211,0.0037962496355303543,0.016746412875480756,-0.011569148979429407,0.043842481797772614,-0.11734299074782091,0.09528839397342596,0.04142146644453512,-0.062092829362976915,-0.07003021227971346,-0.09900679748177067,-0.09309621613583256,-0.018819676652380102,0.04371423572777706,-0.05245843215637241,-0.00039757969498000384,-0.01728646312473255,-0.014096701355090904,-0.018598461441382042,-0.00878536390684805,-0.02250676402693168,0.05006957028584338,-0.08081945228937427,0.06954786311196244,-0.04753387199672183,0.096820205709366,-0.04766296769354406,-0.01808515696370533,-0.033528125834244735,-0.06984766180837981,-0.07092098673807941,0.06112602504495987,-0.020151536520518234,-0.054982364502614185,-0.060490871840479056,-0.06502081277744463,-0.06741150920767373,0.0222071326110595,0.018283380497419427,-0.012126451231858083,0.07502590540412123,-0.08220430952721346,-0.07135767065935585,0.010503749554386502,-0.014301013702069139,0.05796435022069977,-0.07930022774945188,-0.08123928547502125,-0.0894330654803167,0.024140338421490066,0.0857597157663461,-0.05392591537896019,-0.0722690645196296,-0.07726393968825793,-0.09844977025791339,-0.08293008408447711,-0.06993859356984,-0.07899100045797246,-0.02340159476585175,-0.06249465485243139,-0.09460365781290603,0.06081545768144161,-0.05647432609328054,-0.06557908430065927,0.01956424010838758,-0.042785994870720954,-0.04739611121051401,0.034056258436276104,0.00015422945930095486,-0.02097982605759906,0.04494556621444543
Pentose Phosphate Pathway,-0.015060449724593094,0.0019138249831163517,-0.03144708616197479,0.08310049352252374,0.06565315846999654,-0.0066144180833661356,0.1425238265159596,-0.028068578473995152,0.01579446529370934,0.026918078585670926,0.033831566524076,-0.05401416495423331,-0.08321498843550108,-0.08117614785234509,-0.07570556631575737,-0.08557596231822027,-0.03740823234637178,-0.043563291854782846,0.011454371477333476,-0.033460675846765396,0.009748476813754577,0.029227549199363347,-0.048479592954155624,0.018221948971839007,-0.08174256870775913,0.023919836336219222,-0.017989018163052897,0.02973530744497789,-0.011038023314004325,0.15194855229858414,0.018687980272394187,-0.088532398381005,0.0610672607429418,-0.0050346920143053775,0.06922554829436661,0.058491449185936156,-0.047518227966569876,0.08468226400138532,0.07435468022635153,-0.0016084528606912785,-0.0679328419696431,0.1332142946594938,0.10197792356779956,-0.01131089874992812,-0.01909297303502708,-0.02270494612416839,-0.020476028621775763,0.10687758832635509,0.045699626949593834,0.0206820510274857,0.059430354952830174,0.011546207440065353,-0.038703084873362346,-0.0556942564671355,0.03017988535927303,-0.02234653770058522,0.09632449109044532,-0.0009678398651872155,0.013801216413541408,-0.08168062988351582,0.05658455150308872,-0.07656621423992858,-0.06810588485923631,0.035601011061652144,-0.0009705595605470226,0.017858646197645246,0.02915546932844887,-0.04640819450399835,0.05442740416238165,0.0207052320412308,0.0062121815316301295,-0.029523949930895244,0.15212449510366388,0.05190123962511451,0.08833917025084775,0.08071929768944612,-0.005925649312493092,0.009681895783104548,0.034086153911139935,-0.09113286409607552,0.13476629713359867,-0.009024127157678948,-0.02830030380741646,-0.060281980888326994,0.06225919969328044,0.062335674367945425,-0.048061589719830634,-0.06047530089893844,-0.016891233110310797,0.00024832872591072766,-0.021654666356804922,-0.005615164989472499,-0.029595938402419364,-0.08116048174954561,-0.03861984021437943,-0.028836864165132037,0.1568787594566482,0.021957840267285735,0.018070079422236505,0.041693436087752646,-0.024192790879491787,-0.054951036533893396,0.09937326377529829,-0.11308074085213894,0.0002657189680802328,0.09222800555300868
