"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"Hexacosanoic acid","Hexacosanoic acid","HMDB0002356","10469",NA,"CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"Behenoylglycine","Behenoylglycine","HMDB0013219","21445006",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)NCC(=O)O","1"
"Quetiapine","Quetiapine","HMDB0005021","5002","C07397","C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42","1"
"Deoxypyridinoline","Deoxypyridinoline","HMDB0000569","53477703",NA,"C1=C(C(=C(C=[N+]1CCCC[C@@H](C(=O)O)N)O)C[C@@H](C(=O)O)N)CC[C@@H](C(=O)[O-])N","1"
"CPA(18:0/0:0)","CPA(18:0/0:0)","HMDB0007004","51040919",NA,"CCCCCCCCCCCCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"1-a,24R,25-Trihydroxyvitamin D2","1-a,24R,25-Trihydroxyvitamin D2","HMDB0006227","9547253",NA,"C[C@H](/C=C/[C@](C)(C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C","1"
"Ceramide (d18:1/12:0)","Ceramide (d18:1/12:0)","HMDB0004947","5283562","C00195","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCCCCCC)O","1"
"Cer(d18:0/12:0)","Cer(d18:0/12:0)","HMDB0011758","53481046",NA,"CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCC)O","1"
"Glucosylgalactosyl hydroxylysine","Glucosylgalactosyl hydroxylysine","HMDB0000585","122304",NA,"C(CC(CN)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O[C@@H]2[C@@H](C([C@@H]([C@H](O2)CO)O)O)O)[C@@H](C(=O)O)N","1"
"PA(20:4(5Z,8Z,11Z,14Z)e/2:0)","PA(20:4(5Z,8Z,11Z,14Z)e/2:0)","HMDB0011156","53480670",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCOC[C@H](COP(=O)(O)O)OC(=O)C","1"
"LysoPE(0:0/20:0)","LysoPE(0:0/20:0)","HMDB0011481","53480930",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(20:0/0:0)","LysoPE(20:0/0:0)","HMDB0011511","52925131",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"LysoPC(17:0)","LysoPC(17:0)","HMDB0012108","24779463","C04230","CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))","LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))","HMDB0011493","53480942",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN","1"
"LysoPE(22:4(7Z,10Z,13Z,16Z)/0:0)","LysoPE(22:4(7Z,10Z,13Z,16Z)/0:0)","HMDB0011523","52925133",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"UDP-D-Xylose","UDP-D-Xylose","HMDB0001018","439179","C00190","C1[C@H]([C@@H]([C@H](C(O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O","1"
"UDP-D-apiose","UDP-D-apiose","HMDB0012301","25202307","C01623","C1[C@@]([C@H]([C@@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)(CO)O","1"
"UDP-L-arabinose","UDP-L-arabinose","HMDB0012303","644105","C00935","C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)O","1"
"Uridine diphosphate glucose","Uridine diphosphate glucose","HMDB0000286","53477679","C00029","C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O","1"
"Uridine diphosphategalactose","Uridine diphosphategalactose","HMDB0000302","18068","C00052","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O","1"
"Uridine diphosphate glucuronic acid","Uridine diphosphate glucuronic acid","HMDB0000935","17473","C00167","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O","1"
"UDP-D-galacturonate","UDP-D-galacturonate","HMDB0012302","15592253","C00617","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)C(=O)O)O)O)O)O)O","1"
"UDP-L-iduronate","UDP-L-iduronate","HMDB0012304","15592259","C02330","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@@H](O3)C(=O)O)O)O)O)O)O","1"
"Cytidine monophosphate N-acetylneuraminic acid","Cytidine monophosphate N-acetylneuraminic acid","HMDB0001176","448209","C00128","CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O","1"
"3'-Sialyllactose","3'-Sialyllactose","HMDB0000825","123914",NA,"CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O","1"
"6'-Sialyllactose","6'-Sialyllactose","HMDB0006569","643987",NA,"CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O","1"
"ADP-ribose 2'-phosphate","ADP-ribose 2'-phosphate","HMDB0006336","439957","C03246","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)O)OP(=O)(O)O","1"
"DG(14:0/22:2(13Z,16Z)/0:0)","DG(14:0/22:2(13Z,16Z)/0:0)","HMDB0007030","53477965",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(14:1(9Z)/22:1(13Z)/0:0)","DG(14:1(9Z)/22:1(13Z)/0:0)","HMDB0007058","53477993",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/20:2(11Z,14Z)/0:0)","DG(16:0/20:2(11Z,14Z)/0:0)","HMDB0007109","9543721",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(16:1(9Z)/20:1(11Z)/0:0)","DG(16:1(9Z)/20:1(11Z)/0:0)","HMDB0007137","9543720","C00165","CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:0/18:2(9Z,12Z)/0:0)","DG(18:0/18:2(9Z,12Z)/0:0)","HMDB0007161","6441562","C00165","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(18:1(11Z)/18:1(11Z)/0:0)","DG(18:1(11Z)/18:1(11Z)/0:0)","HMDB0007188","53478063",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(11Z)/18:1(9Z)/0:0)","DG(18:1(11Z)/18:1(9Z)/0:0)","HMDB0007189","53478064",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:1(11Z)/0:0)","DG(18:1(9Z)/18:1(11Z)/0:0)","HMDB0007217","53478091",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:1(9Z)/0:0)","DG(18:1(9Z)/18:1(9Z)/0:0)","HMDB0007218","9543716","C00165","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(18:2(9Z,12Z)/18:0/0:0)","DG(18:2(9Z,12Z)/18:0/0:0)","HMDB0007245","53478103",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(20:1(11Z)/16:1(9Z)/0:0)","DG(20:1(11Z)/16:1(9Z)/0:0)","HMDB0007389","53478205",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(20:2(11Z,14Z)/16:0/0:0)","DG(20:2(11Z,14Z)/16:0/0:0)","HMDB0007417","53478222",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(22:1(13Z)/14:1(9Z)/0:0)","DG(22:1(13Z)/14:1(9Z)/0:0)","HMDB0007618","53478383",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(22:2(13Z,16Z)/14:0/0:0)","DG(22:2(13Z,16Z)/14:0/0:0)","HMDB0007646","53478406",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(14:0/16:1(9Z))","PE(14:0/16:1(9Z))","HMDB0008825","52924945","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(14:1(9Z)/16:0)","PE(14:1(9Z)/16:0)","HMDB0008857","52924132","C00350","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(16:0/14:1(9Z))","PE(16:0/14:1(9Z))","HMDB0008921","52924209","C00350","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(16:1(9Z)/14:0)","PE(16:1(9Z)/14:0)","HMDB0008953","52924219","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"NADH","NADH","HMDB0001487","928","C00004","C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O","1"
"PE(14:1(9Z)/15:0)","PE(14:1(9Z)/15:0)","HMDB0008856","52924130","C00350","CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(15:0/14:1(9Z))","PE(15:0/14:1(9Z))","HMDB0008888","52924158","C00350","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PA(16:0/18:2(9Z,12Z))","PA(16:0/18:2(9Z,12Z))","HMDB0007860","9547167","C00416","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"(N-acetylneuraminosyl(a2-6)lactosamine)","(N-acetylneuraminosyl(a2-6)lactosamine)","HMDB0001081","125128","C04886","CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)NC(=O)C)O)CO)O)O)O)O","1"
"3-Sialyl-N-acetyllactosamine","3-Sialyl-N-acetyllactosamine","HMDB0006581","16213476",NA,"CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)NC(=O)C)CO)CO)O)O","1"
"6-Sialyl-N-acetyllactosamine","6-Sialyl-N-acetyllactosamine","HMDB0006584","16212424",NA,"CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO)O)O)O)O","1"
"PA(16:0/18:1(11Z))","PA(16:0/18:1(11Z))","HMDB0007858","9547158","C00416","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PA(16:0/18:1(9Z))","PA(16:0/18:1(9Z))","HMDB0007859","5283523","C00416","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PE(14:0/18:2(9Z,12Z))","PE(14:0/18:2(9Z,12Z))","HMDB0008829","52924943","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(14:1(9Z)/18:1(11Z))","PE(14:1(9Z)/18:1(11Z))","HMDB0008860","53479563","C00350","CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(14:1(9Z)/18:1(9Z))","PE(14:1(9Z)/18:1(9Z))","HMDB0008861","52924138","C00350","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(16:1(9Z)/16:1(9Z))","PE(16:1(9Z)/16:1(9Z))","HMDB0008957","9546809","C00350","CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(18:1(11Z)/14:1(9Z))","PE(18:1(11Z)/14:1(9Z))","HMDB0009020","53479619","C00350","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(18:1(9Z)/14:1(9Z))","PE(18:1(9Z)/14:1(9Z))","HMDB0009053","52924338","C00350","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(18:2(9Z,12Z)/14:0)","PE(18:2(9Z,12Z)/14:0)","HMDB0009085","52924356","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PC(14:1(9Z)/15:0)","PC(14:1(9Z)/15:0)","HMDB0007901","52922246","C00157","CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(15:0/14:1(9Z))","PC(15:0/14:1(9Z))","HMDB0007933","52922304","C00157","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(14:0/18:1(11Z))","PE(14:0/18:1(11Z))","HMDB0008827","53479551","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PE(14:0/18:1(9Z))","PE(14:0/18:1(9Z))","HMDB0008828","52924944","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PE(14:1(9Z)/18:0)","PE(14:1(9Z)/18:0)","HMDB0008859","52924137","C00350","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(16:0/16:1(9Z))","PE(16:0/16:1(9Z))","HMDB0008924","52924925","C00350","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(16:1(9Z)/16:0)","PE(16:1(9Z)/16:0)","HMDB0008956","52924223","C00350","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(18:0/14:1(9Z))","PE(18:0/14:1(9Z))","HMDB0008987","52924323","C00350","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(18:1(11Z)/14:0)","PE(18:1(11Z)/14:0)","HMDB0009019","53479618","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(18:1(9Z)/14:0)","PE(18:1(9Z)/14:0)","HMDB0009052","52924900","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN","1"
"PE(14:1(9Z)/P-18:1(11Z))","PE(14:1(9Z)/P-18:1(11Z))","HMDB0008885","53479573","C00350","CCCCCC/C=C\CCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(14:1(9Z)/P-18:1(9Z))","PE(14:1(9Z)/P-18:1(9Z))","HMDB0008886","53479574","C00350","CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(P-18:1(11Z)/14:1(9Z))","PE(P-18:1(11Z)/14:1(9Z))","HMDB0011402","53480862",NA,"CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(P-18:1(9Z)/14:1(9Z))","PE(P-18:1(9Z)/14:1(9Z))","HMDB0011435","53480891",NA,"CCCCCCCC/C=C\CCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PS(14:1(9Z)/16:1(9Z))","PS(14:1(9Z)/16:1(9Z))","HMDB0012344","52925225",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"PS(16:1(9Z)/14:1(9Z))","PS(16:1(9Z)/14:1(9Z))","HMDB0012364","52925314",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(14:0/20:2(11Z,14Z))","PE(14:0/20:2(11Z,14Z))","HMDB0008835","52924121","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(14:1(9Z)/20:1(11Z))","PE(14:1(9Z)/20:1(11Z))","HMDB0008867","52924146","C00350","CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(16:0/18:2(9Z,12Z))","PE(16:0/18:2(9Z,12Z))","HMDB0008928","9546747","C00350","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(16:1(9Z)/18:1(11Z))","PE(16:1(9Z)/18:1(11Z))","HMDB0008959","53479596","C00350","CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(16:1(9Z)/18:1(9Z))","PE(16:1(9Z)/18:1(9Z))","HMDB0008960","52924918","C00350","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(18:1(11Z)/16:1(9Z))","PE(18:1(11Z)/16:1(9Z))","HMDB0009023","53479622","C00350","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(18:1(9Z)/16:1(9Z))","PE(18:1(9Z)/16:1(9Z))","HMDB0009056","52924899","C00350","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(18:2(9Z,12Z)/16:0)","PE(18:2(9Z,12Z)/16:0)","HMDB0009088","52924895","C00350","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(20:1(11Z)/14:1(9Z))","PE(20:1(11Z)/14:1(9Z))","HMDB0009251","52924545","C00350","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(20:2(11Z,14Z)/14:0)","PE(20:2(11Z,14Z)/14:0)","HMDB0009283","52924574","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PC(15:0/16:1(9Z))","PC(15:0/16:1(9Z))","HMDB0007936","24778657","C00157","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PC(16:1(9Z)/15:0)","PC(16:1(9Z)/15:0)","HMDB0008000","52922436","C00157","CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PE(14:0/20:1(11Z))","PE(14:0/20:1(11Z))","HMDB0008834","52924120","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"PE(14:1(9Z)/20:0)","PE(14:1(9Z)/20:0)","HMDB0008866","52924145","C00350","CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(16:0/18:1(11Z))","PE(16:0/18:1(11Z))","HMDB0008926","9546726","C00350","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PE(16:0/18:1(9Z))","PE(16:0/18:1(9Z))","HMDB0008927","5283496","C00350","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PE(16:1(9Z)/18:0)","PE(16:1(9Z)/18:0)","HMDB0008958","52924227","C00350","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(18:0/16:1(9Z))","PE(18:0/16:1(9Z))","HMDB0008990","52924905","C00350","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(18:1(11Z)/16:0)","PE(18:1(11Z)/16:0)","HMDB0009022","53479621","C00350","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(18:1(9Z)/16:0)","PE(18:1(9Z)/16:0)","HMDB0009055","9546802","C00350","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN","1"
"PE(20:0/14:1(9Z))","PE(20:0/14:1(9Z))","HMDB0009218","52924525","C00350","CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(20:1(11Z)/14:0)","PE(20:1(11Z)/14:0)","HMDB0009250","52924544","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN","1"
"PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))","PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))","HMDB0009149","53479683","C00350","CCCCCC/C=C\CCCCCCCC/C=C\O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(18:3(6Z,9Z,12Z)/P-18:1(9Z))","PE(18:3(6Z,9Z,12Z)/P-18:1(9Z))","HMDB0009150","53479684","C00350","CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(18:3(9Z,12Z,15Z)/P-18:1(11Z))","PE(18:3(9Z,12Z,15Z)/P-18:1(11Z))","HMDB0009182","53479695","C00350","CCCCCC/C=C\CCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(18:3(9Z,12Z,15Z)/P-18:1(9Z))","PE(18:3(9Z,12Z,15Z)/P-18:1(9Z))","HMDB0009183","53479696","C00350","CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(18:4(6Z,9Z,12Z,15Z)/P-18:0)","PE(18:4(6Z,9Z,12Z,15Z)/P-18:0)","HMDB0009214","53479706","C00350","CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(20:4(5Z,8Z,11Z,14Z)/P-16:0)","PE(20:4(5Z,8Z,11Z,14Z)/P-16:0)","HMDB0009411","53479795","C00350","CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
