"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"PE(18:0/P-16:0)","PE(18:0/P-16:0)","HMDB0009015","53479614","C00350","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCCCCCCCCCC","1"
"PE(P-16:0e/18:1(9Z))","PE(P-16:0e/18:1(9Z))","HMDB0011157","42607455",NA,"CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PC(P-16:0/15:0)","PC(P-16:0/15:0)","HMDB0011205","52923878",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC","1"
"PE(P-16:0/18:0)","PE(P-16:0/18:0)","HMDB0011340","52925051",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)(O)OCCN","1"
"PE(P-18:0/16:0)","PE(P-18:0/16:0)","HMDB0011371","52925073",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC","1"
"PC(14:0/18:2(9Z,12Z))","PC(14:0/18:2(9Z,12Z))","HMDB0007874","24778624","C00157","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(14:1(9Z)/18:1(11Z))","PC(14:1(9Z)/18:1(11Z))","HMDB0007905","53478623","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(14:1(9Z)/18:1(9Z))","PC(14:1(9Z)/18:1(9Z))","HMDB0007906","52922262","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(16:1(9Z)/16:1(9Z))","PC(16:1(9Z)/16:1(9Z))","HMDB0008002","24778764","C00157","CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PC(18:1(11Z)/14:1(9Z))","PC(18:1(11Z)/14:1(9Z))","HMDB0008065","53478713","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"PC(18:1(9Z)/14:1(9Z))","PC(18:1(9Z)/14:1(9Z))","HMDB0008098","52922673","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"PC(18:2(9Z,12Z)/14:0)","PC(18:2(9Z,12Z)/14:0)","HMDB0008130","52922711","C00157","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PE(15:0/20:2(11Z,14Z))","PE(15:0/20:2(11Z,14Z))","HMDB0008901","52924168","C00350","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(20:2(11Z,14Z)/15:0)","PE(20:2(11Z,14Z)/15:0)","HMDB0009285","52924576","C00350","CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PC(15:0/P-18:0)","PC(15:0/P-18:0)","HMDB0007962","53478663","C00157","CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PE(18:0/P-18:0)","PE(18:0/P-18:0)","HMDB0009016","53479615","C00350","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCCCCCCCCCCCC","1"
"PE(20:0/P-16:0)","PE(20:0/P-16:0)","HMDB0009246","53479714","C00350","CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCCCCCCCCCC","1"
"PC(P-18:0/15:0)","PC(P-18:0/15:0)","HMDB0011238","52923930",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC","1"
"PE(P-16:0/20:0)","PE(P-16:0/20:0)","HMDB0011347","52925057",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)(O)OCCN","1"
"PE(dm18:0/18:0)","PE(dm18:0/18:0)","HMDB11373","52925078",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)(O)OCCN","1"
"PS(14:0/18:1(9Z))","PS(14:0/18:1(9Z))","HMDB0012335","52926083",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PS(14:1(9Z)/18:0)","PS(14:1(9Z)/18:0)","HMDB0012345","52925229",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"PS(16:0/16:1(9Z))","PS(16:0/16:1(9Z))","HMDB0012355","52926017",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PS(16:1(9Z)/16:0)","PS(16:1(9Z)/16:0)","HMDB0012365","52925317",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"PS(18:0/14:1(9Z))","PS(18:0/14:1(9Z))","HMDB0012375","52925419",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCC","1"
"PS(18:1(9Z)/14:0)","PS(18:1(9Z)/14:0)","HMDB0012385","52925991",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0008845","53479555","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PE(14:0/22:5(7Z,10Z,13Z,16Z,19Z))","PE(14:0/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0008846","53479556","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PE(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))","PE(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0008877","52924155","C00350","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","PE(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0008939","52924919","C00350","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PE(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","PE(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0008970","52924915","C00350","CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PE(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))","PE(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))","HMDB0008971","53479599","C00350","CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PE(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))","PE(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0009030","53479629","C00350","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PE(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","PE(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0009063","52924345","C00350","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PE(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","PE(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","HMDB0009094","52924365","C00350","CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"PE(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","PE(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","HMDB0009095","52924366","C00350","CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))","PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))","HMDB0009126","52924393","C00350","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))","PE(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))","HMDB0009159","52924422","C00350","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))","PE(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))","HMDB0009190","53479697","C00350","CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))","PE(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))","HMDB0009191","52924451","C00350","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))","PE(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))","HMDB0009386","52924640","C00350","CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))","PE(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))","HMDB0009419","53479803","C00350","CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","PE(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","HMDB0009451","52924669","C00350","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))","PE(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))","HMDB0009581","52924806","C00350","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)","PE(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)","HMDB0009613","53479909","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)","PE(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)","HMDB0009646","53479942","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PC(14:0/P-18:0)","PC(14:0/P-18:0)","HMDB0007896","53478617","C00157","CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(16:0/P-16:0)","PC(16:0/P-16:0)","HMDB0007994","53478671","C00157","CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCCCCCCCCCC","1"
"PC(P-16:0/16:0)","PC(P-16:0/16:0)","HMDB0011206","11146967",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(P-18:0/14:0)","PC(P-18:0/14:0)","HMDB0011236","52923926",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC","1"
"PC(o-16:0/16:1(9Z))","PC(o-16:0/16:1(9Z))","HMDB0013404","52923742",NA,"CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PG(16:0/18:1(11Z))","PG(16:0/18:1(11Z))","HMDB0010573","5289145",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PG(16:0/18:1(9Z))","PG(16:0/18:1(9Z))","HMDB0010574","52941750",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PG(16:1(9Z)/18:0)","PG(16:1(9Z)/18:0)","HMDB0010587","52926476",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"PG(18:0/16:1(9Z))","PG(18:0/16:1(9Z))","HMDB0010601","52927152",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PG(18:1(11Z)/16:0)","PG(18:1(11Z)/16:0)","HMDB0010615","53480614",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"PG(18:1(9Z)/16:0)","PG(18:1(9Z)/16:0)","HMDB0010630","52927225",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"PE(20:1(11Z)/P-18:1(11Z))","PE(20:1(11Z)/P-18:1(11Z))","HMDB0009281","53479728","C00350","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCCCC/C=C\CCCCCC","1"
"PE(20:1(11Z)/P-18:1(9Z))","PE(20:1(11Z)/P-18:1(9Z))","HMDB0009282","53479729","C00350","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCC/C=C\CCCCCCCC","1"
"PE(20:2(11Z,14Z)/P-18:0)","PE(20:2(11Z,14Z)/P-18:0)","HMDB0009313","53479739","C00350","CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(22:2(13Z,16Z)/P-16:0)","PE(22:2(13Z,16Z)/P-16:0)","HMDB0009576","53479893","C00350","CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(P-16:0/22:2(13Z,16Z))","PE(P-16:0/22:2(13Z,16Z))","HMDB0011357","52925065",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(P-18:0/20:2(11Z,14Z))","PE(P-18:0/20:2(11Z,14Z))","HMDB0011382","52925087",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(P-18:1(11Z)/20:1(11Z))","PE(P-18:1(11Z)/20:1(11Z))","HMDB0011414","53480874",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(P-18:1(9Z)/20:1(11Z))","PE(P-18:1(9Z)/20:1(11Z))","HMDB0011447","53480903",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN","1"
"PC(14:0/20:2(11Z,14Z))","PC(14:0/20:2(11Z,14Z))","HMDB0007880","52922228","C00157","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(14:1(9Z)/20:1(11Z))","PC(14:1(9Z)/20:1(11Z))","HMDB0007912","52922278","C00157","CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(16:0/18:2(9Z,12Z))","PC(16:0/18:2(9Z,12Z))","HMDB0007973","5287971","C00157","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(16:1(9Z)/18:1(11Z))","PC(16:1(9Z)/18:1(11Z))","HMDB0008004","24778766","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(16:1(9Z)/18:1(9Z))","PC(16:1(9Z)/18:1(9Z))","HMDB0008005","24778767","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:1(11Z)/16:1(9Z))","PC(18:1(11Z)/16:1(9Z))","HMDB0008068","53478719","C00157","CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PC(18:1(9Z)/16:1(9Z))","PC(18:1(9Z)/16:1(9Z))","HMDB0008101","24778935","C00157","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PC(18:2(9Z,12Z)/16:0)","PC(18:2(9Z,12Z)/16:0)","HMDB0008133","24778972","C00157","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(20:1(11Z)/14:1(9Z))","PC(20:1(11Z)/14:1(9Z))","HMDB0008296","52923095","C00157","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"PC(20:2(11Z,14Z)/14:0)","PC(20:2(11Z,14Z)/14:0)","HMDB0008328","52923153","C00157","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PE(15:0/22:2(13Z,16Z))","PE(15:0/22:2(13Z,16Z))","HMDB0008909","52924174","C00350","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"PE(22:2(13Z,16Z)/15:0)","PE(22:2(13Z,16Z)/15:0)","HMDB0009549","52924776","C00350","CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE-NMe(18:1(9Z)/18:1(9Z))","PE-NMe(18:1(9Z)/18:1(9Z))","HMDB0010565","9547032",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PC(16:0/P-18:1(11Z))","PC(16:0/P-18:1(11Z))","HMDB0007996","53478675","C00157","CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCCCC/C=C\CCCCCC","1"
"PC(16:0/P-18:1(9Z))","PC(16:0/P-18:1(9Z))","HMDB0007997","53478677","C00157","CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCC/C=C\CCCCCCCC","1"
"PC(16:1(9Z)/P-18:0)","PC(16:1(9Z)/P-18:0)","HMDB0008028","53478695","C00157","CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:1(11Z)/P-16:0)","PC(18:1(11Z)/P-16:0)","HMDB0008093","53478757","C00157","CCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:1(9Z)/P-16:0)","PC(18:1(9Z)/P-16:0)","HMDB0008126","53478777","C00157","CCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(O-16:0/18:2(9Z,12Z))","PC(O-16:0/18:2(9Z,12Z))","HMDB0011151","6443157",NA,"CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PC(P-16:0/18:1(11Z))","PC(P-16:0/18:1(11Z))","HMDB0011209","53480679",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PC(P-16:0/18:1(9Z))","PC(P-16:0/18:1(9Z))","HMDB0011210","24779384",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PC(P-18:0/16:1(9Z))","PC(P-18:0/16:1(9Z))","HMDB0011240","52923934",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PC(P-18:1(11Z)/16:0)","PC(P-18:1(11Z)/16:0)","HMDB0011272","53480735",NA,"CCCCCCCCCCCCCCCC(=O)OC(CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(P-18:1(9Z)/16:0)","PC(P-18:1(9Z)/16:0)","HMDB0011305","53480793",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(16:0/P-18:0)","PC(16:0/P-18:0)","HMDB0007995","53478673","C00157","CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(18:0/P-16:0)","PC(18:0/P-16:0)","HMDB0008060","53478703","C00157","CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCCCCCCCCCC","1"
"PC(P-16:0/18:0)","PC(P-16:0/18:0)","HMDB0011208","52923890",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(P-18:0/16:0)","PC(P-18:0/16:0)","HMDB0011239","53480705",NA,"CCCCCCCCCCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC","1"
"PC(o-16:1(9Z)/18:0)","PC(o-16:1(9Z)/18:0)","HMDB0013412","53481707",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(o-18:1(11Z)/16:0)","PC(o-18:1(11Z)/16:0)","HMDB0013424","53481719",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(o-18:1(9Z)/16:0)","PC(o-18:1(9Z)/16:0)","HMDB0013426","6443119",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"Coenzyme A","Coenzyme A","HMDB0001423","87642","C00010","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O","1"
"PG(18:0/18:2(9Z,12Z))","PG(18:0/18:2(9Z,12Z))","HMDB0010605","52927245",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PG(18:1(11Z)/18:1(11Z))","PG(18:1(11Z)/18:1(11Z))","HMDB0010618","53480617",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PG(18:1(11Z)/18:1(9Z))","PG(18:1(11Z)/18:1(9Z))","HMDB0010619","53480618",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
