"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"Uridine diphosphategalactose","Uridine diphosphategalactose","HMDB0000302","18068","C00052","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O","1"
"GDP-L-fucose","GDP-L-fucose","HMDB0001095","439211","C00325","C[C@H]1[C@H]([C@H]([C@@H](C(O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O","1"
"GDP-D-Rhamnose","GDP-D-Rhamnose","HMDB0001499","439912","C03117","C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O","1"
"ADP-Mannose","ADP-Mannose","HMDB0006369","440940","C06192","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O","1"
"ADP-glucose","ADP-glucose","HMDB0006557","16500","C00498","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O","1"
"DG(14:0/20:3(5Z,8Z,11Z)/0:0)","DG(14:0/20:3(5Z,8Z,11Z)/0:0)","HMDB0007023","53477958",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"DG(14:0/20:3(8Z,11Z,14Z)/0:0)","DG(14:0/20:3(8Z,11Z,14Z)/0:0)","HMDB0007024","53477959",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(14:1(9Z)/20:2(11Z,14Z)/0:0)","DG(14:1(9Z)/20:2(11Z,14Z)/0:0)","HMDB0007051","53477986",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/18:3(6Z,9Z,12Z)/0:0)","DG(16:0/18:3(6Z,9Z,12Z)/0:0)","HMDB0007104","14275390",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(16:0/18:3(9Z,12Z,15Z)/0:0)","DG(16:0/18:3(9Z,12Z,15Z)/0:0)","HMDB0007105","9543700",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"DG(16:1(9Z)/18:2(9Z,12Z)/0:0)","DG(16:1(9Z)/18:2(9Z,12Z)/0:0)","HMDB0007132","9543699","C00165","CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(18:2(9Z,12Z)/16:1(9Z)/0:0)","DG(18:2(9Z,12Z)/16:1(9Z)/0:0)","HMDB0007244","53478102",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(18:3(6Z,9Z,12Z)/16:0/0:0)","DG(18:3(6Z,9Z,12Z)/16:0/0:0)","HMDB0007272","53478115",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(18:3(9Z,12Z,15Z)/16:0/0:0)","DG(18:3(9Z,12Z,15Z)/16:0/0:0)","HMDB0007301","53478143",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"DG(20:2(11Z,14Z)/14:1(9Z)/0:0)","DG(20:2(11Z,14Z)/14:1(9Z)/0:0)","HMDB0007415","53478220",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(20:3(5Z,8Z,11Z)/14:0/0:0)","DG(20:3(5Z,8Z,11Z)/14:0/0:0)","HMDB0007443","53478238",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"DG(20:3(8Z,11Z,14Z)/14:0/0:0)","DG(20:3(8Z,11Z,14Z)/14:0/0:0)","HMDB0007472","53478267",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"Oxidized glutathione","Oxidized glutathione","HMDB0003337","975","C00127","C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N","1"
"DG(14:0/20:2(11Z,14Z)/0:0)","DG(14:0/20:2(11Z,14Z)/0:0)","HMDB0007022","53477957",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(14:1(9Z)/20:1(11Z)/0:0)","DG(14:1(9Z)/20:1(11Z)/0:0)","HMDB0007050","53477985",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/18:2(9Z,12Z)/0:0)","DG(16:0/18:2(9Z,12Z)/0:0)","HMDB0007103","9543695","C00165","CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(16:1(9Z)/18:1(11Z)/0:0)","DG(16:1(9Z)/18:1(11Z)/0:0)","HMDB0007130","53478037",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(16:1(9Z)/18:1(9Z)/0:0)","DG(16:1(9Z)/18:1(9Z)/0:0)","HMDB0007131","9543694","C00165","CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:1(11Z)/16:1(9Z)/0:0)","DG(18:1(11Z)/16:1(9Z)/0:0)","HMDB0007186","53478061",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/16:1(9Z)/0:0)","DG(18:1(9Z)/16:1(9Z)/0:0)","HMDB0007215","53478089",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:2(9Z,12Z)/16:0/0:0)","DG(18:2(9Z,12Z)/16:0/0:0)","HMDB0007243","53478101",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(20:1(11Z)/14:1(9Z)/0:0)","DG(20:1(11Z)/14:1(9Z)/0:0)","HMDB0007386","53478202",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(20:2(11Z,14Z)/14:0/0:0)","DG(20:2(11Z,14Z)/14:0/0:0)","HMDB0007414","53478219",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"Cytidine monophosphate N-acetylneuraminic acid","Cytidine monophosphate N-acetylneuraminic acid","HMDB0001176","448209","C00128","CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O","1"
"DG(14:0/20:1(11Z)/0:0)","DG(14:0/20:1(11Z)/0:0)","HMDB0007021","53477956",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"DG(14:1(9Z)/20:0/0:0)","DG(14:1(9Z)/20:0/0:0)","HMDB0007049","53477984",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/18:1(11Z)/0:0)","DG(16:0/18:1(11Z)/0:0)","HMDB0007101","9543972","C00165","CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(16:0/18:1(9Z)/0:0)","DG(16:0/18:1(9Z)/0:0)","HMDB0007102","5282283","C13861","CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(16:1(9Z)/18:0/0:0)","DG(16:1(9Z)/18:0/0:0)","HMDB0007129","9543691","C00165","CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:0/16:1(9Z)/0:0)","DG(18:0/16:1(9Z)/0:0)","HMDB0007157","53478048",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:1(11Z)/16:0/0:0)","DG(18:1(11Z)/16:0/0:0)","HMDB0007185","53478060",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/16:0/0:0)","DG(18:1(9Z)/16:0/0:0)","HMDB0007214","5283471","C00165","CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(20:0/14:1(9Z)/0:0)","DG(20:0/14:1(9Z)/0:0)","HMDB0007357","53478186",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(20:1(11Z)/14:0/0:0)","DG(20:1(11Z)/14:0/0:0)","HMDB0007385","53478201",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"DG(14:0/22:2(13Z,16Z)/0:0)","DG(14:0/22:2(13Z,16Z)/0:0)","HMDB0007030","53477965",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(14:1(9Z)/22:1(13Z)/0:0)","DG(14:1(9Z)/22:1(13Z)/0:0)","HMDB0007058","53477993",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/20:2(11Z,14Z)/0:0)","DG(16:0/20:2(11Z,14Z)/0:0)","HMDB0007109","9543721",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(16:1(9Z)/20:1(11Z)/0:0)","DG(16:1(9Z)/20:1(11Z)/0:0)","HMDB0007137","9543720","C00165","CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:0/18:2(9Z,12Z)/0:0)","DG(18:0/18:2(9Z,12Z)/0:0)","HMDB0007161","6441562","C00165","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(18:1(11Z)/18:1(11Z)/0:0)","DG(18:1(11Z)/18:1(11Z)/0:0)","HMDB0007188","53478063",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(11Z)/18:1(9Z)/0:0)","DG(18:1(11Z)/18:1(9Z)/0:0)","HMDB0007189","53478064",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:1(11Z)/0:0)","DG(18:1(9Z)/18:1(11Z)/0:0)","HMDB0007217","53478091",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:1(9Z)/0:0)","DG(18:1(9Z)/18:1(9Z)/0:0)","HMDB0007218","9543716","C00165","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(18:2(9Z,12Z)/18:0/0:0)","DG(18:2(9Z,12Z)/18:0/0:0)","HMDB0007245","53478103",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(20:1(11Z)/16:1(9Z)/0:0)","DG(20:1(11Z)/16:1(9Z)/0:0)","HMDB0007389","53478205",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(20:2(11Z,14Z)/16:0/0:0)","DG(20:2(11Z,14Z)/16:0/0:0)","HMDB0007417","53478222",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(22:1(13Z)/14:1(9Z)/0:0)","DG(22:1(13Z)/14:1(9Z)/0:0)","HMDB0007618","53478383",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(22:2(13Z,16Z)/14:0/0:0)","DG(22:2(13Z,16Z)/14:0/0:0)","HMDB0007646","53478406",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(14:0/22:1(13Z)/0:0)","DG(14:0/22:1(13Z)/0:0)","HMDB0007029","53477964",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC","1"
"DG(14:1(9Z)/22:0/0:0)","DG(14:1(9Z)/22:0/0:0)","HMDB0007057","53477992",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCC","1"
"DG(16:0/20:1(11Z)/0:0)","DG(16:0/20:1(11Z)/0:0)","HMDB0007108","9543715","C00165","CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"DG(16:1(9Z)/20:0/0:0)","DG(16:1(9Z)/20:0/0:0)","HMDB0007136","9543714","C00165","CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(18:0/18:1(11Z)/0:0)","DG(18:0/18:1(11Z)/0:0)","HMDB0007159","53478049",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:0/18:1(9Z)/0:0)","DG(18:0/18:1(9Z)/0:0)","HMDB0007160","6443547","C00165","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(18:1(11Z)/18:0/0:0)","DG(18:1(11Z)/18:0/0:0)","HMDB0007187","53478062",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(18:1(9Z)/18:0/0:0)","DG(18:1(9Z)/18:0/0:0)","HMDB0007216","53478090",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"DG(20:0/16:1(9Z)/0:0)","DG(20:0/16:1(9Z)/0:0)","HMDB0007360","53478189",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"DG(20:1(11Z)/16:0/0:0)","DG(20:1(11Z)/16:0/0:0)","HMDB0007388","53478204",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"DG(22:0/14:1(9Z)/0:0)","DG(22:0/14:1(9Z)/0:0)","HMDB0007589","53478360",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCC","1"
"DG(22:1(13Z)/14:0/0:0)","DG(22:1(13Z)/14:0/0:0)","HMDB0007617","53478382",NA,"CCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC","1"
"PE(14:1(9Z)/P-16:0)","PE(14:1(9Z)/P-16:0)","HMDB0008883","53479571","C00350","CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(P-16:0/14:1(9Z))","PE(P-16:0/14:1(9Z))","HMDB0011336","52925043",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PA(16:0/16:0)","PA(16:0/16:0)","HMDB0000674","446066","C00416","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCC","1"
"DG(16:0/22:4(7Z,10Z,13Z,16Z)/0:0)","DG(16:0/22:4(7Z,10Z,13Z,16Z)/0:0)","HMDB0007118","9543803",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)","DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0007170","6438587","C00165","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(18:0/20:4(8Z,11Z,14Z,17Z)/0:0)","DG(18:0/20:4(8Z,11Z,14Z,17Z)/0:0)","HMDB0007171","53478053",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(18:1(11Z)/20:3(8Z,11Z,14Z)/0:0)","DG(18:1(11Z)/20:3(8Z,11Z,14Z)/0:0)","HMDB0007198","53478073",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(18:1(9Z)/20:3(5Z,8Z,11Z)/0:0)","DG(18:1(9Z)/20:3(5Z,8Z,11Z)/0:0)","HMDB0007226","53478093",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"DG(18:1(9Z)/20:3(8Z,11Z,14Z)/0:0)","DG(18:1(9Z)/20:3(8Z,11Z,14Z)/0:0)","HMDB0007227","9543776",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(18:2(9Z,12Z)/20:2(11Z,14Z)/0:0)","DG(18:2(9Z,12Z)/20:2(11Z,14Z)/0:0)","HMDB0007254","9543775",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(18:3(6Z,9Z,12Z)/20:1(11Z)/0:0)","DG(18:3(6Z,9Z,12Z)/20:1(11Z)/0:0)","HMDB0007282","53478124",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(18:3(9Z,12Z,15Z)/20:1(11Z)/0:0)","DG(18:3(9Z,12Z,15Z)/20:1(11Z)/0:0)","HMDB0007311","9543774",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"DG(18:4(6Z,9Z,12Z,15Z)/20:0/0:0)","DG(18:4(6Z,9Z,12Z,15Z)/20:0/0:0)","HMDB0007339","53478168",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(20:0/18:4(6Z,9Z,12Z,15Z)/0:0)","DG(20:0/18:4(6Z,9Z,12Z,15Z)/0:0)","HMDB0007367","53478195",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(20:1(11Z)/18:3(6Z,9Z,12Z)/0:0)","DG(20:1(11Z)/18:3(6Z,9Z,12Z)/0:0)","HMDB0007394","53478210",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(20:1(11Z)/18:3(9Z,12Z,15Z)/0:0)","DG(20:1(11Z)/18:3(9Z,12Z,15Z)/0:0)","HMDB0007395","53478211",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"DG(20:2(11Z,14Z)/18:2(9Z,12Z)/0:0)","DG(20:2(11Z,14Z)/18:2(9Z,12Z)/0:0)","HMDB0007422","53478227",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"DG(20:3(5Z,8Z,11Z)/18:1(11Z)/0:0)","DG(20:3(5Z,8Z,11Z)/18:1(11Z)/0:0)","HMDB0007449","53478244",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"DG(20:3(5Z,8Z,11Z)/18:1(9Z)/0:0)","DG(20:3(5Z,8Z,11Z)/18:1(9Z)/0:0)","HMDB0007450","53478245",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"DG(20:3(8Z,11Z,14Z)/18:1(11Z)/0:0)","DG(20:3(8Z,11Z,14Z)/18:1(11Z)/0:0)","HMDB0007478","53478273",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(20:3(8Z,11Z,14Z)/18:1(9Z)/0:0)","DG(20:3(8Z,11Z,14Z)/18:1(9Z)/0:0)","HMDB0007479","53478274",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(20:4(5Z,8Z,11Z,14Z)/18:0/0:0)","DG(20:4(5Z,8Z,11Z,14Z)/18:0/0:0)","HMDB0007506","53478292",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"DG(20:4(8Z,11Z,14Z,17Z)/18:0/0:0)","DG(20:4(8Z,11Z,14Z,17Z)/18:0/0:0)","HMDB0007535","53478313",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"DG(22:4(7Z,10Z,13Z,16Z)/16:0/0:0)","DG(22:4(7Z,10Z,13Z,16Z)/16:0/0:0)","HMDB0007678","53478434",NA,"CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PE(14:1(9Z)/15:0)","PE(14:1(9Z)/15:0)","HMDB0008856","52924130","C00350","CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(15:0/14:1(9Z))","PE(15:0/14:1(9Z))","HMDB0008888","52924158","C00350","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PA(16:0/18:2(9Z,12Z))","PA(16:0/18:2(9Z,12Z))","HMDB0007860","9547167","C00416","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PA(16:0/18:1(11Z))","PA(16:0/18:1(11Z))","HMDB0007858","9547158","C00416","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PA(16:0/18:1(9Z))","PA(16:0/18:1(9Z))","HMDB0007859","5283523","C00416","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"Dephospho-CoA","Dephospho-CoA","HMDB0001373","439335","C00882","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)C(C(=O)NCCC(=O)NCCS)O","1"
"PC(14:1(9Z)/15:0)","PC(14:1(9Z)/15:0)","HMDB0007901","52922246","C00157","CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"PC(15:0/14:1(9Z))","PC(15:0/14:1(9Z))","HMDB0007933","52922304","C00157","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(14:0/18:1(11Z))","PE(14:0/18:1(11Z))","HMDB0008827","53479551","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PE(14:0/18:1(9Z))","PE(14:0/18:1(9Z))","HMDB0008828","52924944","C00350","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PE(14:1(9Z)/18:0)","PE(14:1(9Z)/18:0)","HMDB0008859","52924137","C00350","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"PE(16:0/16:1(9Z))","PE(16:0/16:1(9Z))","HMDB0008924","52924925","C00350","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(16:1(9Z)/16:0)","PE(16:1(9Z)/16:0)","HMDB0008956","52924223","C00350","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"PE(18:0/14:1(9Z))","PE(18:0/14:1(9Z))","HMDB0008987","52924323","C00350","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
